lfg_id,lfg_name,map,difficulty,expansion,wing,step,kind,boss,entry,x,y,z,source,note
151,Shadow Labyrinth,555,0,1,-,3,boss,Grandmaster Vorpil,18732,-253.5,-263.6,17.2,spawn,
151,Shadow Labyrinth,555,0,1,-,4,boss,Murmur,18708,-157.9,-497.3,15.9,spawn,
172,The Mechanar,554,0,1,-,1,boss,Gatewatcher Gyro-Kill,19218,85.5,20.2,15,spawn,
172,The Mechanar,554,0,1,-,2,optional,Nethermancer Sepethrea,19221,326.5,13.2,27.9,spawn,
172,The Mechanar,554,0,1,-,3,optional,Mechano-Lord Capacitus,19219,208.2,-13,-2.1,spawn,
172,The Mechanar,554,0,1,-,4,boss,Gatewatcher Iron-Hand,19710,181.9,-77.1,0,spawn,
172,The Mechanar,554,0,1,-,5,door,Elevator,,,,,-,after both gatewatchers
172,The Mechanar,554,0,1,-,6,boss,Pathaleon the Calculator,19220,139.5,149.3,25.7,spawn,
173,The Botanica,553,0,1,-,1,optional,Commander Sarannis,17976,151,296,-4.6,spawn,
173,The Botanica,553,0,1,-,2,boss,Warp Splinter,17977,63.8,391.9,-27.9,spawn,
173,The Botanica,553,0,1,-,3,optional,Laj,17980,-204.1,391.2,-11.2,spawn,
173,The Botanica,553,0,1,-,4,optional,Thorngrin the Tender,17978,4.9,596.6,-15.1,spawn,
173,The Botanica,553,0,1,-,5,optional,High Botanist Freywinn,17975,116.3,455.6,-4.9,spawn,
174,The Arcatraz,552,0,1,-,1,boss,Zereketh the Unbound,20870,273.6,-123,-10,spawn,
174,The Arcatraz,552,0,1,-,2,boss,Wrath-Scryer Soccothrates,20886,136.2,168.3,22.5,spawn,
174,The Arcatraz,552,0,1,-,3,boss,Dalliah the Doomsayer,20885,137.2,128.5,22.5,spawn,
174,The Arcatraz,552,0,1,-,4,event,Warden Mellichar,20904,445.8,-169,43.6,spawn,cell event -> Harbinger Skyriss
174,The Arcatraz,552,0,1,-,5,event,Harbinger Skyriss,20912,NULL,NULL,NULL,script,script-spawned
170,The Escape From Durnholde,560,0,1,-,1,skip,Escape from Durnholde,,,,,-,event dungeon: barrels -> Lieutenant Drake -> Captain Skarloc -> Thrall escort -> Epoch Hunter
171,The Black Morass,269,0,1,-,1,skip,The Black Morass,,,,,-,"event dungeon: 18 waves, Chrono Lord Deja(6) / Temporus(12) / Aeonus(18), protect Medivh"
198,Magisters' Terrace,585,0,1,-,1,boss,Selin Fireheart,24723,242.1,0.3,1.8,spawn,
198,Magisters' Terrace,585,0,1,-,2,boss,Vexallus,24744,231.4,-214.3,-6.3,spawn,
198,Magisters' Terrace,585,0,1,-,3,boss,Priestess Delrissa,24560,126.9,19.2,-19.9,spawn,council
198,Magisters' Terrace,585,0,1,-,4,boss,Kael'thas Sunstrider,24664,148.5,187,-16.6,spawn,
202,Utgarde Keep,574,0,2,-,1,boss,Prince Keleseth,23953,193.1,197.5,40.8,spawn,
202,Utgarde Keep,574,0,2,-,2,boss,Skarvald the Constructor,24200,109.5,-33.7,118.9,spawn,with Dalronn the Controller
202,Utgarde Keep,574,0,2,-,3,boss,Ingvar the Plunderer,23954,242.7,-333.6,180.6,spawn,
203,Utgarde Pinnacle,575,0,2,-,1,event,Svala Sorrowgrave,26668,NULL,NULL,NULL,script,ritual (script-spawned)
203,Utgarde Pinnacle,575,0,2,-,2,event,Gortok Palehoof,26687,320.8,-453.1,104.8,spawn,animal gauntlet
203,Utgarde Pinnacle,575,0,2,-,3,event,Skadi the Ruthless,26693,343,-507.3,104.6,spawn,gauntlet + harpoons
203,Utgarde Pinnacle,575,0,2,-,4,boss,King Ymiron,26861,392.8,-286.8,109.3,spawn,
225,The Nexus,576,0,2,-,2,boss,Grand Magus Telestra,26731,494.7,89.1,-16,spawn,
225,The Nexus,576,0,2,-,3,boss,Anomalus,26763,637.7,-289.1,-9.1,spawn,
225,The Nexus,576,0,2,-,4,boss,Ormorok the Tree-Shaper,26794,265,-225.4,-9,spawn,
225,The Nexus,576,0,2,-,5,boss,Keristrasza,26723,301.5,-5.5,-15.5,spawn,freed after previous three
206,The Oculus,578,0,2,-,1,boss,Drakos the Interrogator,27654,947.8,1045.8,360.1,spawn,
206,The Oculus,578,0,2,-,2,skip,The Oculus,,,,,-,vehicle dungeon after Drakos: Varos Cloudstrider -> Mage-Lord Urom -> Ley-Guardian Eregos on drakes
209,The Culling of Stratholme,595,0,2,-,1,skip,The Culling of Stratholme,,,,,-,"event dungeon: Arthas escort, Meathook -> Salramm -> Chrono-Lord Epoch -> (Infinite Corruptor H) -> Mal'Ganis"
208,Halls of Stone,599,0,2,-,1,boss,Krystallus,27977,1008.6,759.9,208.7,spawn,
208,Halls of Stone,599,0,2,-,2,boss,Maiden of Grief,27975,842.6,666,190.1,spawn,
208,Halls of Stone,599,0,2,-,3,event,Brann Bronzebeard,28070,1077.4,474.2,207.8,spawn,"Tribunal of Ages escort, opens Sjonnir door"
208,Halls of Stone,599,0,2,-,4,boss,Sjonnir The Ironshaper,27978,1295.2,667.2,189.7,spawn,
214,Drak'Tharon Keep,600,0,2,-,1,boss,Trollgore,26630,-266.2,-660.1,26.5,spawn,
214,Drak'Tharon Keep,600,0,2,-,2,event,Novos the Summoner,26631,-379.3,-737.7,27.3,spawn,waves
214,Drak'Tharon Keep,600,0,2,-,3,boss,King Dred,27483,-544.9,-697,30.3,spawn,
214,Drak'Tharon Keep,600,0,2,-,4,boss,The Prophet Tharon'ja,26632,-236.8,-675.4,131.9,spawn,
204,Azjol-Nerub,601,0,2,-,1,boss,Krik'thir the Gatewatcher,28684,529.6,646.2,777.4,spawn,watchers Gashra/Narjil/Silthik first
204,Azjol-Nerub,601,0,2,-,2,optional,Hadronox,28921,522.5,544.9,674.7,spawn,web climb
204,Azjol-Nerub,601,0,2,-,3,boss,Anub'arak,29120,551,248.3,224,spawn,
207,Halls of Lightning,602,0,2,-,1,boss,General Bjarngrim,28586,1262,-26.9,33.5,spawn,patrols
207,Halls of Lightning,602,0,2,-,2,boss,Volkhan,28587,1332.4,-102.1,56.8,spawn,
207,Halls of Lightning,602,0,2,-,3,boss,Ionar,28546,1082,-261.8,61.3,spawn,
207,Halls of Lightning,602,0,2,-,4,boss,Loken,28923,1186.5,33.8,60.8,spawn,
216,Gundrak,604,0,2,-,1,boss,Slad'ran,29304,1775.1,675,129.3,spawn,
216,Gundrak,604,0,2,-,2,boss,Moorabi,29305,1772.5,809.5,129.3,spawn,
216,Gundrak,604,0,2,-,3,boss,Drakkari Colossus,29307,1673,743.5,143.3,spawn,
216,Gundrak,604,0,2,-,4,door,Altar bridge,,,,,-,3 altars -> bridge to Gal'darah
216,Gundrak,604,0,2,-,5,boss,Gal'darah,29306,1914.8,743.7,136.6,spawn,
220,Violet Hold,608,0,2,-,1,skip,The Violet Hold,,,,,-,"event dungeon: 18 waves, 2 random of Erekem/Moragg/Ichoron/Xevozz/Lavanthor/Zuramat, Cyanigosa"
218,Ahn'kahet: The Old Kingdom,619,0,2,-,1,optional,Elder Nadox,29309,679.9,-905.5,25.7,spawn,
218,Ahn'kahet: The Old Kingdom,619,0,2,-,2,optional,Jedoga Shadowseeker,29310,372.3,-705.3,-0.6,spawn,
218,Ahn'kahet: The Old Kingdom,619,0,2,-,3,boss,Prince Taldaram,29308,528.7,-846,42,spawn,2 spheres open door
218,Ahn'kahet: The Old Kingdom,619,0,2,-,5,boss,Herald Volazj,29311,519.9,-441.8,26.4,spawn,
251,The Forge of Souls,632,0,2,-,1,boss,Bronjahm,36497,5297.3,2506.5,686.2,spawn,
251,The Forge of Souls,632,0,2,-,2,boss,Devourer of Souls,36502,5661.8,2507.4,708.9,spawn,
245,Trial of the Champion,650,0,2,-,1,skip,Trial of the Champion,,,,,-,event dungeon: jousting Grand Champions -> Eadric/Paletress -> The Black Knight
253,Pit of Saron,658,0,2,-,1,boss,Forgemaster Garfrost,36494,712.1,-215.7,527.1,spawn,
253,Pit of Saron,658,0,2,-,2,boss,Ick,36476,852.8,123.5,510,spawn,with Krick
253,Pit of Saron,658,0,2,-,3,event,Tunnel gauntlet,,,,,unknown,"cave-in, run through"
253,Pit of Saron,658,0,2,-,4,boss,Scourgelord Tyrannus,36794,522.3,226.4,548,spawn,with Rimefang
255,Halls of Reflection,668,0,2,-,1,skip,Halls of Reflection,,,,,-,"event dungeon: 10 waves, Falric(5) / Marwyn(10), Lich King escape"
178,Auchenai Crypts,558,1,1,-,1,boss,Shirrak the Dead Watcher,18371,-50.9,-163.1,26.4,spawn,
178,Auchenai Crypts,558,1,1,-,2,boss,Exarch Maladaar,18373,68.1,-387.8,26.6,spawn,
179,Mana-Tombs,557,1,1,-,1,boss,Pandemonius,18341,-68,-118.9,-1.2,spawn,
179,Mana-Tombs,557,1,1,-,2,boss,Tavarok,18343,-321.7,-222.2,-0.8,spawn,
179,Mana-Tombs,557,1,1,-,3,heroic_only,Yor,,,,,-,"summon, quest"
179,Mana-Tombs,557,1,1,-,4,boss,Nexus-Prince Shaffar,18344,-184.4,9.3,16.8,spawn,
180,Sethekk Halls,556,1,1,-,1,boss,Darkweaver Syth,18472,-144.8,173.6,1.8,spawn,
180,Sethekk Halls,556,1,1,-,2,heroic_only,Anzu,,,,,-,"summon, druid quest"
180,Sethekk Halls,556,1,1,-,3,boss,Talon King Ikiss,18473,44.7,287,25.2,spawn,
181,Shadow Labyrinth,555,1,1,-,1,event,Ambassador Hellmaw,18731,-156.7,5,8.2,spawn,freed after banishers
181,Shadow Labyrinth,555,1,1,-,2,boss,Blackheart the Inciter,18667,-328.2,-39.1,12.7,spawn,
181,Shadow Labyrinth,555,1,1,-,3,boss,Grandmaster Vorpil,18732,-253.5,-263.6,17.2,spawn,
181,Shadow Labyrinth,555,1,1,-,4,boss,Murmur,18708,-157.9,-497.3,15.9,spawn,
182,The Black Morass,269,1,1,-,1,skip,The Black Morass,,,,,-,"event dungeon: 18 waves, Chrono Lord Deja(6) / Temporus(12) / Aeonus(18), protect Medivh"
183,The Escape From Durnholde,560,1,1,-,1,skip,Escape from Durnholde,,,,,-,event dungeon: barrels -> Lieutenant Drake -> Captain Skarloc -> Thrall escort -> Epoch Hunter
184,Slave Pens,547,1,1,-,1,boss,Mennu the Betrayer,17941,49.5,-380.2,3,spawn,
184,Slave Pens,547,1,1,-,2,boss,Rokmar the Crackler,17991,18.3,-448.4,3.1,spawn,
184,Slave Pens,547,1,1,-,3,boss,Quagmirran,17942,-281.1,-667.1,9.4,spawn,
185,The Steamvault,545,1,1,-,1,boss,Hydromancer Thespia,17797,88.4,-316.1,-7.8,spawn,
185,The Steamvault,545,1,1,-,2,boss,Mekgineer Steamrigger,17796,-330.1,-121.5,-8,spawn,
185,The Steamvault,545,1,1,-,3,door,Control panels,,,,,-,2 panels behind first two bosses
185,The Steamvault,545,1,1,-,4,boss,Warlord Kalithresh,17798,-95.4,-552,8.3,spawn,
186,Underbog,546,1,1,-,1,boss,Hungarfen,17770,-121.3,-388.6,36.9,spawn,
186,Underbog,546,1,1,-,2,boss,Ghaz'an,18105,193.7,-425,43.5,spawn,
186,Underbog,546,1,1,-,3,boss,Swamplord Musel'ek,17826,288.6,-121.8,29.7,spawn,with Claw
186,Underbog,546,1,1,-,4,boss,The Black Stalker,17882,143.4,9.1,27.6,spawn,
187,Blood Furnace,542,1,1,-,1,boss,The Maker,17381,327.2,137.8,9.6,spawn,
187,Blood Furnace,542,1,1,-,2,event,Broggok,17380,455.3,-1.8,9.6,spawn,cell waves lever
187,Blood Furnace,542,1,1,-,3,boss,Keli'dan the Breaker,17377,326.5,-86,-24.6,spawn,channelers first
188,Hellfire Ramparts,543,1,1,-,1,boss,Watchkeeper Gargolmar,17306,-1187.2,1530.5,68.5,spawn,
188,Hellfire Ramparts,543,1,1,-,2,boss,Vazruden the Herald,17307,-1378.5,1698.2,104.1,spawn,Nazan lands after Vazruden dismounts (script)
188,Hellfire Ramparts,543,1,1,-,3,boss,Omor the Unscarred,17308,-1122.3,1718.4,89.4,spawn,
189,Shattered Halls,540,1,1,-,1,boss,Grand Warlock Nethekurse,16807,172.7,289.6,-8.1,spawn,
189,Shattered Halls,540,1,1,-,2,event,Gauntlet of Flame,,,,,unknown,archers gauntlet
189,Shattered Halls,540,1,1,-,3,heroic_only,Blood Guard Porung,,,,,-,
189,Shattered Halls,540,1,1,-,4,boss,Warbringer O'mrogg,16809,375.1,57.6,-7.2,spawn,
189,Shattered Halls,540,1,1,-,5,boss,Warchief Kargath Bladefist,16808,231.2,-83.6,5,spawn,
190,The Arcatraz,552,1,1,-,1,boss,Zereketh the Unbound,20870,273.6,-123,-10,spawn,
190,The Arcatraz,552,1,1,-,2,boss,Wrath-Scryer Soccothrates,20886,136.2,168.3,22.5,spawn,
190,The Arcatraz,552,1,1,-,3,boss,Dalliah the Doomsayer,20885,137.2,128.5,22.5,spawn,
190,The Arcatraz,552,1,1,-,4,event,Warden Mellichar,20904,445.8,-169,43.6,spawn,cell event -> Harbinger Skyriss
190,The Arcatraz,552,1,1,-,5,event,Harbinger Skyriss,20912,NULL,NULL,NULL,script,script-spawned
191,The Botanica,553,1,1,-,1,optional,Commander Sarannis,17976,151,296,-4.6,spawn,
191,The Botanica,553,1,1,-,2,boss,Warp Splinter,17977,63.8,391.9,-27.9,spawn,
191,The Botanica,553,1,1,-,3,optional,Laj,17980,-204.1,391.2,-11.2,spawn,
191,The Botanica,553,1,1,-,4,optional,Thorngrin the Tender,17978,4.9,596.6,-15.1,spawn,
191,The Botanica,553,1,1,-,5,optional,High Botanist Freywinn,17975,116.3,455.6,-4.9,spawn,
192,The Mechanar,554,1,1,-,1,boss,Gatewatcher Gyro-Kill,19218,85.5,20.2,15,spawn,
192,The Mechanar,554,1,1,-,2,optional,Nethermancer Sepethrea,19221,326.5,13.2,27.9,spawn,
192,The Mechanar,554,1,1,-,3,optional,Mechano-Lord Capacitus,19219,208.2,-13,-2.1,spawn,
192,The Mechanar,554,1,1,-,4,boss,Gatewatcher Iron-Hand,19710,181.9,-77.1,0,spawn,
192,The Mechanar,554,1,1,-,5,door,Elevator,,,,,-,after both gatewatchers
192,The Mechanar,554,1,1,-,6,boss,Pathaleon the Calculator,19220,139.5,149.3,25.7,spawn,
201,Magisters' Terrace,585,1,1,-,1,boss,Selin Fireheart,24723,242.1,0.3,1.8,spawn,
201,Magisters' Terrace,585,1,1,-,2,boss,Vexallus,24744,231.4,-214.3,-6.3,spawn,
201,Magisters' Terrace,585,1,1,-,3,boss,Priestess Delrissa,24560,126.9,19.2,-19.9,spawn,council
201,Magisters' Terrace,585,1,1,-,4,boss,Kael'thas Sunstrider,24664,148.5,187,-16.6,spawn,
205,Utgarde Pinnacle,575,1,2,-,1,event,Svala Sorrowgrave,26668,NULL,NULL,NULL,script,ritual (script-spawned)
205,Utgarde Pinnacle,575,1,2,-,2,event,Gortok Palehoof,26687,320.8,-453.1,104.8,spawn,animal gauntlet
205,Utgarde Pinnacle,575,1,2,-,3,event,Skadi the Ruthless,26693,343,-507.3,104.6,spawn,gauntlet + harpoons
205,Utgarde Pinnacle,575,1,2,-,4,boss,King Ymiron,26861,392.8,-286.8,109.3,spawn,
210,The Culling of Stratholme,595,1,2,-,1,skip,The Culling of Stratholme,,,,,-,"event dungeon: Arthas escort, Meathook -> Salramm -> Chrono-Lord Epoch -> (Infinite Corruptor H) -> Mal'Ganis"
211,The Oculus,578,1,2,-,1,boss,Drakos the Interrogator,27654,947.8,1045.8,360.1,spawn,
211,The Oculus,578,1,2,-,2,skip,The Oculus,,,,,-,vehicle dungeon after Drakos: Varos Cloudstrider -> Mage-Lord Urom -> Ley-Guardian Eregos on drakes
212,Halls of Lightning,602,1,2,-,1,boss,General Bjarngrim,28586,1262,-26.9,33.5,spawn,patrols
212,Halls of Lightning,602,1,2,-,2,boss,Volkhan,28587,1332.4,-102.1,56.8,spawn,
212,Halls of Lightning,602,1,2,-,3,boss,Ionar,28546,1082,-261.8,61.3,spawn,
212,Halls of Lightning,602,1,2,-,4,boss,Loken,28923,1186.5,33.8,60.8,spawn,
213,Halls of Stone,599,1,2,-,1,boss,Krystallus,27977,1008.6,759.9,208.7,spawn,
213,Halls of Stone,599,1,2,-,2,boss,Maiden of Grief,27975,842.6,666,190.1,spawn,
213,Halls of Stone,599,1,2,-,3,event,Brann Bronzebeard,28070,1077.4,474.2,207.8,spawn,"Tribunal of Ages escort, opens Sjonnir door"
213,Halls of Stone,599,1,2,-,4,boss,Sjonnir The Ironshaper,27978,1295.2,667.2,189.7,spawn,
215,Drak'Tharon Keep,600,1,2,-,1,boss,Trollgore,26630,-266.2,-660.1,26.5,spawn,
215,Drak'Tharon Keep,600,1,2,-,2,event,Novos the Summoner,26631,-379.3,-737.7,27.3,spawn,waves
215,Drak'Tharon Keep,600,1,2,-,3,boss,King Dred,27483,-544.9,-697,30.3,spawn,
215,Drak'Tharon Keep,600,1,2,-,4,boss,The Prophet Tharon'ja,26632,-236.8,-675.4,131.9,spawn,
217,Gundrak,604,1,2,-,1,boss,Slad'ran,29304,1775.1,675,129.3,spawn,
217,Gundrak,604,1,2,-,2,boss,Moorabi,29305,1772.5,809.5,129.3,spawn,
217,Gundrak,604,1,2,-,3,boss,Drakkari Colossus,29307,1673,743.5,143.3,spawn,
217,Gundrak,604,1,2,-,4,door,Altar bridge,,,,,-,3 altars -> bridge to Gal'darah
217,Gundrak,604,1,2,-,5,boss,Gal'darah,29306,1914.8,743.7,136.6,spawn,
217,Gundrak,604,1,2,-,6,heroic_only,Eck the Ferocious,,,,,-,
219,Ahn'kahet: The Old Kingdom,619,1,2,-,1,optional,Elder Nadox,29309,679.9,-905.5,25.7,spawn,
219,Ahn'kahet: The Old Kingdom,619,1,2,-,2,optional,Jedoga Shadowseeker,29310,372.3,-705.3,-0.6,spawn,
219,Ahn'kahet: The Old Kingdom,619,1,2,-,3,boss,Prince Taldaram,29308,528.7,-846,42,spawn,2 spheres open door
219,Ahn'kahet: The Old Kingdom,619,1,2,-,4,heroic_only,Amanitar,,,,,-,
219,Ahn'kahet: The Old Kingdom,619,1,2,-,5,boss,Herald Volazj,29311,519.9,-441.8,26.4,spawn,
221,Violet Hold,608,1,2,-,1,skip,The Violet Hold,,,,,-,"event dungeon: 18 waves, 2 random of Erekem/Moragg/Ichoron/Xevozz/Lavanthor/Zuramat, Cyanigosa"
226,The Nexus,576,1,2,-,1,heroic_only,Commander Kolurg,,,,,-,Horde sees Kolurg / Alliance sees Commander Stoutbeard
226,The Nexus,576,1,2,-,2,boss,Grand Magus Telestra,26731,494.7,89.1,-16,spawn,
226,The Nexus,576,1,2,-,3,boss,Anomalus,26763,637.7,-289.1,-9.1,spawn,
226,The Nexus,576,1,2,-,4,boss,Ormorok the Tree-Shaper,26794,265,-225.4,-9,spawn,
226,The Nexus,576,1,2,-,5,boss,Keristrasza,26723,301.5,-5.5,-15.5,spawn,freed after previous three
241,Azjol-Nerub,601,1,2,-,1,boss,Krik'thir the Gatewatcher,28684,529.6,646.2,777.4,spawn,watchers Gashra/Narjil/Silthik first
241,Azjol-Nerub,601,1,2,-,2,optional,Hadronox,28921,522.5,544.9,674.7,spawn,web climb
241,Azjol-Nerub,601,1,2,-,3,boss,Anub'arak,29120,551,248.3,224,spawn,
242,Utgarde Keep,574,1,2,-,1,boss,Prince Keleseth,23953,193.1,197.5,40.8,spawn,
242,Utgarde Keep,574,1,2,-,2,boss,Skarvald the Constructor,24200,109.5,-33.7,118.9,spawn,with Dalronn the Controller
242,Utgarde Keep,574,1,2,-,3,boss,Ingvar the Plunderer,23954,242.7,-333.6,180.6,spawn,
249,Trial of the Champion,650,1,2,-,1,skip,Trial of the Champion,,,,,-,event dungeon: jousting Grand Champions -> Eadric/Paletress -> The Black Knight
252,The Forge of Souls,632,1,2,-,1,boss,Bronjahm,36497,5297.3,2506.5,686.2,spawn,
252,The Forge of Souls,632,1,2,-,2,boss,Devourer of Souls,36502,5661.8,2507.4,708.9,spawn,
254,Pit of Saron,658,1,2,-,1,boss,Forgemaster Garfrost,36494,712.1,-215.7,527.1,spawn,
254,Pit of Saron,658,1,2,-,2,boss,Ick,36476,852.8,123.5,510,spawn,with Krick
254,Pit of Saron,658,1,2,-,3,event,Tunnel gauntlet,,,,,unknown,"cave-in, run through"
254,Pit of Saron,658,1,2,-,4,boss,Scourgelord Tyrannus,36794,522.3,226.4,548,spawn,with Rimefang
256,Halls of Reflection,668,1,2,-,1,skip,Halls of Reflection,,,,,-,"event dungeon: 10 waves, Falric(5) / Marwyn(10), Lich King escape"
